milliseconds,orientationx,orientationy,orientationz,angVelocityx,angVelocityy,angVelocityz,linAccelerationx,linAccelerationy,linAccelerationz,magneticx,magneticy,magneticz,accelerationx,accelerationy,accelerationz,gravityx,gravityy,gravityz,altitude
5564260,67.00,47.50,-153.12,-1.20,0.87,-0.32,0.57,0.06,0.67,-27.06,9.00,37.56,7.86,3.13,-5.12,7.29,3.07,-5.79,50.28
5564290,69.69,49.19,-149.69,-1.61,1.26,0.06,0.89,1.62,0.48,-29.00,7.06,37.19,7.42,4.18,-6.34,7.49,3.31,-5.39,50.31
5564320,71.69,51.00,-146.50,-1.01,1.05,0.30,0.06,-0.09,-2.07,-29.00,7.06,37.19,7.74,3.29,-7.13,7.68,3.39,-5.06,50.37
5564351,69.69,52.50,-146.69,0.45,0.55,0.69,-0.15,0.35,-0.67,-30.50,4.19,35.50,7.67,3.54,-5.64,7.82,3.18,-4.97,50.35
5564380,66.06,53.56,-148.88,0.85,0.26,0.58,-0.86,1.22,-0.25,-32.25,4.19,35.00,7.11,3.77,-5.34,7.91,2.94,-4.98,50.42
5564410,64.50,54.06,-149.62,0.02,0.12,0.14,-1.00,-0.07,-1.21,-32.25,4.19,35.00,6.94,2.82,-6.16,7.94,2.90,-4.95,50.33
5564439,64.12,54.06,-149.56,0.25,0.03,-0.18,-1.14,-0.21,-1.04,-32.25,5.69,33.25,6.60,2.73,-5.76,7.93,2.91,-4.97,50.43
5564465,63.12,53.75,-149.88,0.63,-0.04,-0.37,-1.44,0.12,-0.72,-32.25,5.69,33.25,6.44,3.03,-5.76,7.89,2.90,-5.03,50.44
5564496,62.19,53.12,-150.31,0.63,-0.29,-0.46,-1.34,0.32,-0.72,-32.69,5.69,34.06,6.49,3.24,-5.83,7.84,2.91,-5.11,50.45
5564525,62.31,52.12,-150.62,0.23,-0.51,-0.39,-1.64,0.24,-1.14,-32.69,5.69,34.06,6.09,3.19,-6.39,7.74,2.95,-5.24,50.35
5564555,63.50,51.06,-150.50,-0.11,-0.49,-0.33,-1.63,-0.18,-1.28,-32.00,6.75,34.06,5.99,2.84,-6.64,7.63,3.03,-5.36,50.26
5564584,64.38,50.31,-150.31,0.05,-0.31,-0.21,-1.17,-0.55,-1.38,-31.56,6.50,34.56,6.37,2.53,-6.82,7.55,3.09,-5.43,50.31
5564611,64.12,49.94,-150.75,0.28,-0.16,-0.10,-1.06,-0.41,-0.75,-31.56,6.50,34.56,6.44,2.66,-6.26,7.50,3.08,-5.50,50.25
5564640,64.25,49.69,-150.75,-0.05,-0.15,-0.14,-1.14,-0.13,-0.41,-31.19,5.69,35.50,6.32,2.98,-5.94,7.46,3.12,-5.53,50.23
5564671,66.31,49.25,-149.69,-0.71,-0.20,-0.31,-1.03,0.11,-0.43,-31.19,5.69,35.50,6.37,3.41,-5.94,7.40,3.29,-5.51,50.25
5564701,70.06,48.50,-147.62,-0.99,-0.28,-0.57,-0.86,0.08,-0.70,-30.06,6.06,35.88,6.44,3.65,-6.17,7.31,3.56,-5.47,50.30
5564731,73.81,47.62,-145.56,-0.77,-0.24,-0.58,-0.72,0.30,-1.51,-30.50,3.75,35.00,6.49,4.11,-6.95,7.21,3.80,-5.43,50.26
5564761,76.06,47.12,-144.06,-0.24,0.27,-0.24,0.08,0.31,-1.90,-30.50,3.75,35.00,7.28,4.25,-7.27,7.19,3.94,-5.36,50.32
5564791,75.88,47.56,-143.25,0.12,0.56,0.03,-0.26,0.20,-1.77,-29.25,1.56,36.25,7.01,4.11,-7.05,7.28,3.90,-5.27,50.34
5564816,72.12,48.81,-144.44,1.22,0.63,0.62,-0.18,0.55,-0.97,-29.25,1.56,36.25,7.25,4.20,-6.21,7.44,3.64,-5.24,50.32
5564843,66.75,50.31,-146.88,1.06,0.55,0.77,-0.49,1.06,-0.80,-31.19,2.00,35.50,7.20,4.19,-6.00,7.60,3.32,-5.22,50.26
5564872,63.94,51.69,-148.31,-0.00,0.42,0.84,-0.06,0.10,-0.88,-31.19,2.00,35.50,7.63,3.29,-6.05,7.69,3.18,-5.17,50.32
5564903,63.12,52.88,-148.50,-0.56,0.38,0.59,-0.32,-0.09,-1.39,-33.00,4.19,33.69,7.49,2.99,-6.44,7.81,3.09,-5.04,50.38
5564932,63.25,53.38,-148.31,-0.39,0.20,0.33,-0.58,0.24,-0.69,-32.25,5.69,33.69,7.30,3.30,-5.64,7.89,3.06,-4.94,50.37
5564962,64.00,53.81,-147.69,-0.98,0.11,0.11,-0.62,-0.37,-0.73,-32.25,5.69,33.69,7.30,2.74,-5.59,7.92,3.12,-4.85,50.31
5564992,66.94,54.00,-145.62,-1.22,0.20,-0.24,-0.69,-1.09,-1.08,-33.00,5.00,34.06,7.24,2.22,-5.78,7.94,3.32,-4.69,50.36
5565022,69.69,54.06,-143.12,-0.32,0.30,-0.35,-0.40,0.22,-0.76,-33.00,5.00,34.06,7.54,3.71,-5.33,7.94,3.49,-4.57,50.40
5565052,69.75,54.19,-142.19,0.41,0.35,-0.07,-0.83,0.88,-0.40,-33.38,3.50,33.69,7.12,4.38,-4.91,7.96,3.50,-4.51,50.50
5565081,68.38,54.69,-142.25,0.35,0.43,0.08,-1.39,0.71,-0.50,-34.50,2.25,33.25,6.63,4.15,-4.96,8.03,3.43,-4.45,50.51
5565112,66.44,55.56,-142.56,0.66,0.56,0.26,-1.44,0.89,-0.79,-34.50,2.25,33.25,6.67,4.21,-5.17,8.12,3.32,-4.38,50.56
5565141,63.19,56.62,-143.56,0.65,0.67,0.45,-0.73,1.50,-1.25,-34.88,3.50,32.00,7.50,4.63,-5.56,8.23,3.13,-4.30,50.65
5565172,60.38,58.06,-144.38,0.60,0.82,0.56,-0.51,1.24,-1.55,-34.88,3.50,32.00,7.86,4.18,-5.71,8.37,2.94,-4.16,50.60
5565202,57.00,59.81,-145.50,0.79,0.90,0.64,-0.74,1.22,-0.19,-35.69,4.56,33.25,7.78,3.93,-4.20,8.53,2.70,-4.00,50.60
5565231,53.19,61.69,-147.00,0.81,0.88,0.73,-0.90,1.20,0.77,-35.69,6.50,29.25,7.78,3.63,-3.07,8.68,2.42,-3.85,50.63
5565262,49.00,63.44,-149.56,1.01,0.53,0.84,-1.14,0.83,2.12,-35.69,6.50,29.25,7.66,2.93,-1.63,8.81,2.10,-3.75,50.56
5565292,45.06,64.69,-152.88,0.87,0.18,0.75,-1.58,0.26,1.74,-38.56,9.00,28.38,7.30,2.07,-1.97,8.88,1.81,-3.72,50.52
5565322,41.38,65.31,-156.69,1.24,-0.17,0.62,-2.09,0.30,1.89,-38.56,9.00,28.38,6.81,1.82,-1.89,8.91,1.51,-3.79,50.51
5565352,37.62,65.19,-160.94,0.89,-0.59,0.38,-2.32,0.44,1.19,-37.88,10.88,27.50,6.55,1.71,-2.76,8.88,1.27,-3.95,50.37
5565382,36.25,64.19,-163.44,-0.46,-0.98,0.08,-1.98,0.56,-0.21,-38.25,13.75,26.56,6.80,1.79,-4.38,8.79,1.22,-4.16,50.44
5565413,39.00,62.31,-163.00,-1.69,-1.40,-0.13,-1.78,0.80,-1.74,-38.25,13.75,26.56,6.84,2.21,-6.19,8.62,1.40,-4.44,50.45
5565443,44.69,60.06,-160.88,-1.64,-1.24,-0.17,-1.78,0.25,-2.42,-36.69,15.00,27.50,6.65,1.94,-7.11,8.44,1.68,-4.69,50.49
5565473,49.25,58.31,-159.31,-1.15,-0.74,0.03,-0.34,-0.04,-1.25,-36.69,15.00,27.50,7.96,1.81,-6.11,8.31,1.86,-4.85,50.45
5565503,53.25,57.38,-157.94,-1.71,-0.49,0.21,0.09,0.10,-1.05,-33.75,12.00,31.50,8.33,2.15,-5.95,8.24,2.04,-4.90,50.49
5565533,60.06,56.69,-155.38,-1.93,-0.50,0.40,0.45,0.03,-1.01,-32.25,9.38,33.25,8.65,2.27,-5.91,8.19,2.23,-4.89,50.48
5565563,64.25,56.31,-154.12,-1.56,-0.38,0.46,2.38,0.12,-0.05,-32.25,9.38,33.25,10.55,2.49,-4.94,8.16,2.36,-4.88,50.52
5565592,67.00,56.31,-153.12,-1.88,-0.12,0.39,1.82,-0.71,0.05,-32.00,6.50,34.19,9.98,1.79,-4.75,8.16,2.51,-4.81,50.57
5565623,71.56,56.44,-150.75,-1.57,0.04,-0.05,-0.16,-0.08,-0.25,-32.00,6.50,34.19,8.00,2.63,-4.94,8.17,2.72,-4.68,50.46
5565653,75.75,56.25,-147.75,-1.21,0.05,-0.64,-1.38,1.03,-0.35,-30.69,5.00,36.00,6.75,4.04,-4.91,8.14,3.00,-4.56,50.51
5565683,79.88,55.62,-144.31,-0.90,0.03,-0.93,-1.89,1.31,-0.20,-30.75,1.56,35.06,6.17,4.64,-4.67,8.06,3.33,-4.46,50.54
5565713,83.44,54.75,-141.06,-0.70,0.10,-0.93,-1.79,0.57,-0.16,-30.75,1.56,35.06,6.18,4.23,-4.53,7.98,3.65,-4.36,50.60
5565742,86.62,53.88,-138.25,-0.49,0.01,-0.83,-2.16,0.34,-0.31,-30.38,-1.69,36.38,5.73,4.27,-4.60,7.89,3.92,-4.28,50.51
5565773,89.00,52.94,-136.31,-0.40,-0.20,-0.65,-2.20,0.48,-0.32,-30.38,-1.69,36.38,5.58,4.62,-4.59,7.79,4.14,-4.27,50.52
5565803,91.19,52.00,-135.19,-0.34,-0.34,-0.45,-1.98,0.22,-0.28,-30.50,-2.88,35.56,5.70,4.52,-4.58,7.69,4.30,-4.29,50.51
5565833,94.81,49.88,-134.50,-0.22,-0.46,-0.37,-1.78,0.28,-0.14,-30.38,-5.75,35.56,5.71,4.78,-4.57,7.50,4.50,-4.43,50.45
5565864,96.69,48.88,-134.38,-0.24,-0.51,-0.34,-1.48,0.71,-0.44,-30.38,-5.75,35.56,5.90,5.32,-4.95,7.38,4.60,-4.51,50.51
5565894,98.56,47.94,-134.06,-0.29,-0.43,-0.27,-1.05,0.50,-0.46,-29.69,-6.19,36.38,6.23,5.22,-5.03,7.28,4.71,-4.56,50.53
5565924,100.00,47.31,-133.75,-0.29,-0.27,-0.19,-0.46,0.51,-0.48,-29.69,-6.19,36.38,6.75,5.30,-5.07,7.21,4.79,-4.59,50.48
5565950,101.00,47.00,-133.38,-0.19,-0.11,-0.11,0.13,0.49,-0.63,-29.25,-7.69,36.38,7.30,5.34,-5.22,7.17,4.85,-4.59,50.42
5565979,101.38,46.88,-133.25,-0.12,-0.06,-0.07,0.34,0.65,-0.49,-29.25,-7.69,36.38,7.50,5.53,-5.08,7.15,4.89,-4.58,50.39
5566005,101.94,46.81,-132.94,-0.24,-0.03,0.01,0.20,0.63,-0.40,-27.69,-8.38,36.38,7.28,5.58,-5.00,7.15,4.92,-4.56,50.38
5566035,102.50,46.81,-132.56,-0.32,-0.05,0.12,-0.10,0.64,-0.51,-26.69,-7.25,35.56,7.04,5.58,-5.05,7.15,4.93,-4.54,50.39
5566062,102.81,47.00,-132.38,-0.20,-0.00,0.16,-0.53,0.36,-0.64,-26.69,-7.25,35.56,6.63,5.30,-5.14,7.17,4.93,-4.50,50.45
5566091,102.81,47.12,-132.31,-0.09,0.05,0.12,-0.77,0.11,-0.57,-28.06,-9.25,37.25,6.32,5.01,-4.97,7.19,4.92,-4.48,50.48
5566122,102.69,47.25,-132.19,-0.05,0.10,0.01,-1.09,0.24,-0.38,-28.06,-9.25,37.25,6.11,5.17,-4.84,7.20,4.93,-4.45,50.50
5566153,102.88,47.31,-131.81,-0.13,0.09,-0.06,-1.13,0.36,-0.36,-27.38,-8.88,37.25,6.07,5.32,-4.78,7.21,4.95,-4.42,50.46
5566183,103.62,46.94,-131.50,-0.09,0.04,-0.07,-1.07,0.22,-0.24,-28.06,-9.25,36.00,6.07,5.26,-4.68,7.14,5.03,-4.44,50.47
5566213,104.62,46.31,-131.25,-0.13,-0.02,-0.10,-0.78,0.44,-0.02,-28.06,-9.25,36.00,6.29,5.55,-4.48,7.07,5.11,-4.46,50.42
5566243,105.69,45.88,-130.75,-0.18,-0.03,-0.11,-0.61,0.28,0.07,-27.00,-8.88,37.25,6.41,5.48,-4.37,7.02,5.19,-4.45,50.51
5566273,106.56,45.50,-130.31,-0.21,-0.05,-0.08,-0.58,0.25,-0.01,-27.00,-8.88,37.25,6.40,5.51,-4.45,6.98,5.25,-4.43,50.43
5566303,107.38,45.19,-129.88,-0.20,-0.10,0.03,-0.37,0.21,-0.13,-28.50,-8.88,36.88,6.58,5.51,-4.56,6.96,5.30,-4.43,50.50
5566332,107.62,45.12,-129.94,0.01,-0.17,0.16,-0.19,0.14,-0.09,-27.00,-10.00,36.88,6.75,5.43,-4.54,6.95,5.29,-4.45,50.47
5566363,107.56,45.12,-130.38,0.06,-0.20,0.19,-0.29,0.25,0.00,-27.00,-10.00,36.88,6.65,5.51,-4.50,6.94,5.25,-4.50,50.61
5566393,107.44,45.06,-130.81,-0.07,-0.18,0.15,-0.40,0.11,-0.21,-27.38,-10.00,35.56,6.53,5.35,-4.75,6.93,5.23,-4.54,50.55
5566423,107.75,44.94,-131.00,-0.08,-0.12,0.09,-0.50,0.00,-0.48,-27.38,-10.00,35.56,6.42,5.22,-5.03,6.93,5.22,-4.55,50.41
5566455,107.62,44.94,-131.19,0.05,-0.04,0.02,-0.54,0.01,-0.49,-27.38,-10.00,35.56,6.38,5.23,-5.06,6.92,5.21,-4.57,50.42
5566484,107.56,44.69,-131.38,0.04,0.03,-0.04,-0.56,0.08,-0.44,-27.38,-10.38,36.88,6.33,5.30,-5.04,6.90,5.22,-4.60,50.46
5566514,107.81,44.44,-131.38,-0.04,0.09,-0.04,-0.46,0.12,-0.41,-27.38,-10.38,36.88,6.41,5.36,-5.04,6.87,5.24,-4.62,50.48
5566543,107.94,44.38,-131.31,-0.05,0.14,-0.03,-0.32,0.00,-0.34,-25.88,-9.56,38.69,6.53,5.25,-4.96,6.86,5.26,-4.62,50.47
5566574,107.75,44.38,-131.19,0.08,0.15,-0.03,-0.28,-0.05,-0.12,-25.88,-9.56,38.69,6.58,5.21,-4.73,6.86,5.26,-4.61,50.44
5566604,107.25,44.44,-131.19,0.05,0.12,-0.03,-0.25,-0.04,0.05,-27.69,-9.56,37.75,6.62,5.22,-4.54,6.87,5.26,-4.60,50.46
5566634,106.75,44.56,-131.06,0.07,0.09,-0.03,-0.25,-0.16,0.18,-27.00,-10.00,36.88,6.63,5.09,-4.41,6.88,5.26,-4.59,50.37
5566664,106.44,44.56,-131.12,0.12,0.06,-0.05,-0.45,-0.03,0.24,-27.00,-10.00,36.88,6.42,5.22,-4.35,6.88,5.25,-4.59,50.36
5566694,106.12,44.50,-131.12,0.05,0.02,-0.08,-0.50,0.04,0.12,-27.38,-9.56,36.38,6.37,5.31,-4.47,6.87,5.27,-4.59,50.38
5566723,106.25,44.38,-131.00,0.04,0.03,-0.09,-0.47,-0.01,0.07,-27.38,-9.56,36.38,6.38,5.27,-4.52,6.85,5.28,-4.60,50.43
5566754,106.06,44.25,-130.94,0.07,0.03,-0.07,-0.43,0.00,0.07,-28.06,-10.38,36.00,6.41,5.29,-4.53,6.84,5.30,-4.60,50.43
5566784,105.75,44.12,-131.00,0.11,0.02,-0.08,-0.37,-0.05,0.12,-27.38,-9.56,36.38,6.46,5.24,-4.49,6.83,5.30,-4.61,50.50
5566814,105.75,44.00,-131.00,0.05,0.00,-0.11,-0.28,-0.11,0.24,-27.38,-9.56,36.38,6.52,5.19,-4.38,6.81,5.31,-4.62,50.45
5566845,105.62,43.88,-130.94,0.01,-0.01,-0.13,-0.27,-0.13,0.15,-27.69,-9.56,35.56,6.52,5.19,-4.47,6.79,5.33,-4.63,50.54
5566875,105.94,43.62,-130.81,-0.00,-0.04,-0.16,-0.21,0.00,0.03,-27.69,-9.56,35.56,6.55,5.37,-4.60,6.76,5.36,-4.63,50.43
5566901,106.12,43.31,-130.62,-0.02,-0.03,-0.19,-0.34,0.08,-0.20,-28.06,-9.25,37.25,6.38,5.49,-4.84,6.73,5.41,-4.64,50.37
5566931,106.38,43.19,-130.44,-0.03,-0.02,-0.19,-0.26,0.28,-0.14,-27.69,-10.00,36.88,6.43,5.82,-4.75,6.70,5.44,-4.64,50.37
5566957,106.38,43.00,-130.25,0.01,0.04,-0.14,-0.26,0.46,-0.10,-27.69,-10.00,36.88,6.42,5.94,-4.74,6.68,5.47,-4.63,50.38
5566987,106.56,42.88,-130.06,-0.01,0.09,-0.06,-0.26,0.48,-0.08,-27.00,-10.75,36.38,6.41,5.98,-4.71,6.67,5.49,-4.62,50.41
5567015,106.75,42.81,-129.81,-0.05,0.07,0.03,-0.27,0.41,-0.11,-27.00,-10.75,36.38,6.39,5.93,-4.71,6.67,5.52,-4.59,50.48
5567045,106.44,42.88,-129.75,0.02,0.03,0.09,-0.25,0.28,-0.02,-27.69,-10.00,36.38,6.42,5.80,-4.62,6.67,5.51,-4.59,50.42
5567075,106.25,43.00,-129.88,0.02,0.04,0.12,-0.25,0.09,0.06,-27.69,-10.00,36.38,6.43,5.59,-4.52,6.69,5.50,-4.59,50.42
5567104,105.88,43.19,-129.88,0.00,0.07,0.12,-0.32,-0.08,0.03,-27.00,-10.75,36.00,6.38,5.39,-4.55,6.71,5.48,-4.58,50.45
5567134,105.69,43.31,-129.94,0.03,0.05,0.09,-0.35,0.00,0.11,-28.06,-10.75,36.00,6.38,5.45,-4.46,6.73,5.46,-4.57,50.36
5567164,105.25,43.50,-129.94,-0.02,0.03,0.08,-0.39,-0.01,0.07,-28.06,-10.75,36.00,6.35,5.43,-4.49,6.75,5.44,-4.57,50.44
5567194,104.94,43.50,-129.94,-0.04,-0.01,0.06,-0.30,-0.01,0.11,-28.88,-10.38,35.56,6.44,5.42,-4.45,6.75,5.44,-4.56,50.41
5567224,105.00,43.56,-129.94,-0.08,-0.03,0.06,-0.23,-0.03,-0.02,-28.88,-10.38,35.56,6.53,5.41,-4.59,6.76,5.44,-4.56,50.41
5567254,105.00,43.62,-129.94,-0.04,-0.03,0.05,-0.16,-0.12,-0.08,-27.69,-10.00,36.00,6.59,5.31,-4.64,6.76,5.43,-4.56,50.51
5567284,104.75,43.62,-130.00,0.01,-0.03,0.03,-0.15,-0.18,-0.05,-28.06,-9.56,36.00,6.61,5.24,-4.62,6.76,5.43,-4.56,50.59
5567314,104.75,43.56,-130.06,-0.01,-0.02,0.01,-0.11,-0.13,-0.10,-28.06,-9.56,36.00,6.64,5.29,-4.68,6.76,5.42,-4.57,50.58
5567344,104.69,43.56,-130.06,-0.03,-0.00,0.01,-0.14,-0.13,-0.18,-27.69,-9.56,36.38,6.61,5.29,-4.75,6.76,5.43,-4.57,50.57
5567374,104.69,43.56,-130.06,-0.01,0.02,0.02,-0.16,0.02,-0.21,-27.69,-9.56,36.38,6.60,5.44,-4.78,6.76,5.42,-4.57,50.56
5567404,104.44,43.56,-130.06,-0.03,0.02,0.01,-0.17,0.08,-0.20,-28.50,-10.00,36.38,6.58,5.51,-4.77,6.76,5.42,-4.57,50.52
5567434,104.38,43.62,-130.00,-0.04,0.07,0.03,-0.16,0.17,-0.16,-27.69,-10.00,36.38,6.60,5.60,-4.72,6.77,5.43,-4.56,50.48
5567464,104.31,43.69,-129.88,-0.04,0.14,0.06,-0.17,0.12,-0.12,-27.69,-10.00,36.38,6.61,5.55,-4.66,6.78,5.43,-4.53,50.49
5567494,103.88,43.94,-129.75,0.01,0.17,0.07,-0.24,-0.02,0.00,-28.50,-10.00,36.38,6.56,5.39,-4.50,6.81,5.42,-4.50,50.47
5567525,103.25,44.25,-129.56,0.04,0.19,0.06,-0.18,-0.06,0.18,-28.50,-10.00,36.38,6.66,5.34,-4.28,6.84,5.40,-4.47,50.42
5567555,102.75,44.56,-129.44,-0.01,0.18,0.06,-0.29,-0.04,0.21,-28.50,-10.38,35.56,6.58,5.35,-4.22,6.88,5.39,-4.43,50.37
5567585,102.38,44.75,-129.25,0.01,0.15,0.05,-0.41,0.04,0.23,-28.50,-10.38,35.06,6.49,5.43,-4.16,6.90,5.38,-4.40,50.45
5567615,102.19,44.88,-129.06,0.00,0.08,0.03,-0.35,0.11,0.23,-28.50,-10.38,35.06,6.56,5.50,-4.14,6.92,5.39,-4.38,50.41
5567645,102.19,44.88,-129.06,0.00,0.01,0.04,-0.33,0.10,0.13,-28.06,-10.38,35.56,6.59,5.49,-4.24,6.92,5.39,-4.37,50.38
5567675,102.12,44.94,-129.12,0.03,-0.01,0.06,-0.26,-0.01,0.11,-28.06,-10.38,35.56,6.66,5.36,-4.26,6.92,5.38,-4.37,50.36
5567706,101.69,45.00,-129.25,0.07,-0.02,0.07,-0.24,0.01,0.14,-29.56,-10.00,34.19,6.68,5.37,-4.25,6.93,5.36,-4.39,50.39
5567735,101.56,45.00,-129.38,0.02,-0.05,0.06,-0.29,0.02,0.12,-28.88,-9.25,33.75,6.64,5.37,-4.27,6.93,5.35,-4.40,50.42
5567763,101.38,45.00,-129.56,0.01,-0.09,0.06,-0.19,0.02,0.01,-28.88,-9.25,33.75,6.74,5.36,-4.40,6.93,5.34,-4.42,50.47
5567791,101.12,44.94,-129.75,0.03,-0.08,0.08,-0.15,0.07,0.00,-29.19,-8.88,34.69,6.77,5.40,-4.43,6.93,5.32,-4.44,50.46
5567822,101.06,45.06,-129.94,-0.04,-0.06,0.13,-0.05,0.02,-0.01,-29.19,-8.88,34.69,6.89,5.28,-4.54,6.94,5.30,-4.44,50.47
5567849,100.81,45.25,-130.12,-0.03,-0.03,0.16,-0.03,-0.21,-0.19,-29.25,-9.25,35.56,6.92,5.05,-4.64,6.96,5.27,-4.45,50.47
5567876,100.69,45.31,-130.31,0.05,-0.03,0.13,-0.08,-0.23,-0.08,-29.25,-9.25,35.56,6.85,5.01,-4.45,6.98,5.24,-4.46,50.48
5567905,100.38,45.38,-130.56,0.08,-0.02,0.04,-0.13,-0.17,0.06,-29.19,-8.50,35.06,6.85,5.05,-4.41,6.98,5.22,-4.47,50.48
5567933,100.38,45.38,-130.62,0.02,-0.01,-0.01,-0.12,-0.16,0.09,-29.25,-9.56,35.56,6.85,5.06,-4.38,6.98,5.22,-4.48,50.48
5567963,100.38,45.31,-130.56,0.03,0.02,-0.06,-0.17,-0.01,0.12,-29.25,-9.56,35.56,6.79,5.21,-4.36,6.97,5.23,-4.48,50.54
5567991,100.38,45.25,-130.56,0.06,-0.00,-0.09,-0.18,0.14,0.16,-29.19,-9.25,35.56,6.74,5.41,-4.34,6.95,5.24,-4.49,50.48
5568023,100.62,45.06,-130.50,-0.02,-0.07,-0.08,-0.14,0.13,0.04,-29.19,-9.25,35.56,6.78,5.37,-4.48,6.93,5.26,-4.50,50.45
5568053,100.94,44.88,-130.50,-0.03,-0.08,-0.01,-0.17,0.04,-0.08,-30.38,-8.88,36.88,6.74,5.32,-4.60,6.92,5.27,-4.51,50.44
5568082,101.06,44.81,-130.62,0.00,-0.05,0.06,-0.21,0.00,-0.11,-30.38,-8.88,36.88,6.68,5.25,-4.67,6.91,5.26,-4.53,50.51
5568112,101.00,44.88,-130.75,0.02,-0.03,0.08,-0.18,-0.08,-0.16,-28.88,-9.56,35.56,6.77,5.12,-4.70,6.92,5.25,-4.54,50.64
5568141,100.88,44.88,-130.94,0.02,-0.02,0.05,-0.10,-0.12,-0.15,-28.88,-9.56,36.88,6.82,5.11,-4.70,6.92,5.23,-4.55,50.65
5568166,100.75,44.94,-131.06,0.02,0.03,0.05,-0.07,-0.08,-0.16,-28.88,-9.56,36.88,6.87,5.06,-4.75,6.93,5.22,-4.55,50.57
5568195,100.44,45.06,-131.12,0.22,0.17,0.15,-0.11,-0.08,-0.09,-28.06,-9.25,35.56,6.84,5.10,-4.65,6.96,5.18,-4.55,50.50
5568224,99.00,45.62,-131.62,0.51,0.37,0.45,0.13,0.09,-0.06,-28.06,-9.25,35.56,7.18,5.16,-4.62,7.05,5.06,-4.55,50.49
5568254,95.81,46.94,-132.75,0.67,0.62,0.81,-0.54,-0.02,-0.24,-29.19,-8.88,35.06,6.70,4.78,-4.76,7.25,4.81,-4.51,50.42
5568282,90.44,49.62,-134.06,0.89,1.37,1.34,-1.06,-0.28,-0.34,-29.19,-8.88,35.06,6.17,3.76,-4.44,7.60,4.40,-4.34,50.41
5568313,81.62,53.94,-135.81,1.66,2.40,1.80,-2.13,-0.45,0.27,-30.00,-7.00,35.06,5.61,3.61,-3.52,8.11,3.79,-3.99,50.26
5568341,70.75,59.75,-137.38,2.12,3.26,1.91,-2.89,0.53,0.47,-33.25,-3.69,32.88,5.57,3.86,-3.15,8.65,3.11,-3.40,50.36
5568367,61.81,66.19,-136.12,0.91,3.66,1.74,-2.63,0.06,-0.32,-33.25,-3.69,32.88,6.62,2.59,-3.13,9.11,2.58,-2.54,50.43
5568397,56.50,72.31,-129.25,0.10,3.72,1.51,-1.44,-0.38,-0.74,-39.19,3.38,26.69,7.90,1.91,-2.63,9.34,2.30,-1.88,50.47
5568425,52.75,77.50,-115.25,-0.06,3.44,1.35,-1.27,0.30,-0.64,-39.19,3.38,26.69,8.29,2.22,-1.54,9.57,1.91,-0.90,50.43
5568455,50.75,80.00,-99.50,-0.09,3.25,1.23,-0.69,0.58,-0.39,-44.19,6.69,19.75,8.98,2.14,-0.36,9.68,1.56,0.02,50.41
5568483,47.81,81.31,-65.56,0.30,3.11,1.17,-0.19,1.36,0.39,-47.19,8.88,12.75,9.96,2.51,1.40,9.68,1.23,0.88,50.39
5568513,44.75,79.75,-36.19,0.37,2.75,1.17,0.96,0.68,1.00,-47.19,8.88,12.75,10.58,1.59,2.65,9.62,0.91,1.64,50.32
5568542,42.69,77.00,-18.31,-0.43,2.28,1.17,0.86,0.57,0.75,-47.88,12.25,7.19,10.32,1.25,2.99,9.51,0.57,2.28,50.43
5568573,41.31,74.25,-7.12,-0.56,1.78,1.17,-0.41,0.00,1.15,-47.88,12.25,7.19,8.98,0.20,3.93,9.40,0.20,2.78,50.40
5568603,40.19,72.00,0.50,-0.60,1.25,1.10,-0.59,-0.81,1.40,-47.75,13.56,3.25,8.69,-0.95,4.52,9.29,-0.13,3.12,50.32
5568632,38.88,70.38,5.69,-0.14,0.80,0.95,-0.91,-0.56,2.02,-47.75,13.56,3.25,8.37,-1.18,5.24,9.21,-0.40,3.33,50.34
5568663,38.12,69.50,8.88,-0.39,0.19,0.47,-0.84,-1.25,1.64,-48.06,17.00,-0.69,8.58,-2.02,4.69,9.18,-0.56,3.37,50.25
5568692,38.50,69.94,9.38,-0.15,-0.42,-0.31,-0.50,-1.38,1.06,-46.88,17.69,-0.56,7.56,-1.83,3.99,9.23,-0.50,3.26,50.31
5568718,39.62,71.00,6.25,0.14,-0.58,-0.90,-0.35,-0.93,0.86,-46.88,17.69,-0.56,8.87,-1.07,3.89,9.29,-0.25,3.11,50.28
5568748,41.19,72.06,0.94,0.09,-0.55,-1.09,-0.32,-0.33,0.38,-46.25,17.69,0.75,9.00,-0.38,3.39,9.33,-0.05,3.01,50.24
5568776,42.88,72.81,-4.56,0.05,-0.42,-0.98,-0.32,0.29,0.05,-46.25,17.69,0.75,9.03,0.53,2.94,9.36,0.23,2.88,50.27
5568806,43.69,73.06,-7.81,0.24,-0.21,-0.61,-0.48,0.36,0.17,-48.06,15.38,2.56,8.89,0.81,2.98,9.38,0.45,2.80,50.29
5568835,44.12,73.19,-10.88,0.27,-0.09,-0.32,-0.35,0.18,0.21,-47.56,13.50,2.56,9.03,0.74,2.98,9.38,0.56,2.77,50.36
5568865,44.06,73.19,-11.81,0.15,0.01,0.05,-0.40,-0.01,0.05,-47.56,13.50,2.56,8.98,0.57,2.83,9.38,0.58,2.77,50.35
5568894,43.75,73.19,-11.44,0.13,0.00,0.15,-0.65,-0.20,-0.02,-48.25,13.50,2.19,8.73,0.34,2.75,9.38,0.55,2.77,50.33
