milliseconds,orientationx,orientationy,orientationz,angVelocityx,angVelocityy,angVelocityz,linAccelerationx,linAccelerationy,linAccelerationz,magneticx,magneticy,magneticz,accelerationx,accelerationy,accelerationz,gravityx,gravityy,gravityz,altitude
5405646,93.25,-58.44,143.12,0.14,-0.04,0.09,0.00,-0.07,0.04,42.25,22.38,-0.19,-8.34,-3.15,-4.05,-8.35,-3.07,-4.10,50.12
5405677,93.31,-58.50,143.06,0.06,-0.04,0.06,0.08,-0.07,0.15,42.25,22.38,-0.19,-8.28,-3.14,-3.93,-8.37,-3.06,-4.08,50.18
5405707,93.31,-58.62,143.06,-0.01,-0.03,0.02,0.08,-0.11,0.15,42.25,21.19,-1.50,-8.28,-3.17,-3.91,-8.37,-3.06,-4.07,50.15
5405737,93.12,-58.69,143.06,-0.08,-0.04,-0.00,0.09,-0.09,0.14,42.25,21.19,-1.50,-8.28,-3.15,-3.93,-8.38,-3.05,-4.07,50.22
5405767,92.88,-58.75,143.12,-0.10,-0.05,-0.02,0.11,0.01,0.03,43.75,22.69,-0.19,-8.27,-3.03,-4.03,-8.38,-3.05,-4.06,50.22
5405797,92.56,-58.81,143.19,-0.13,-0.06,-0.01,0.03,-0.02,-0.03,43.50,21.19,-0.69,-8.35,-3.06,-4.10,-8.39,-3.04,-4.06,50.26
5405827,92.25,-58.88,143.25,-0.09,-0.04,0.01,-0.01,0.01,-0.08,43.50,21.19,-0.69,-8.40,-3.00,-4.15,-8.39,-3.02,-4.06,50.33
5405857,92.06,-58.94,143.38,-0.06,-0.03,0.01,0.08,0.08,0.04,42.69,22.00,-1.50,-8.31,-2.92,-4.01,-8.40,-3.01,-4.06,50.34
5405887,91.94,-58.94,143.38,-0.03,-0.02,0.01,0.11,0.11,0.11,42.69,22.00,-1.50,-8.29,-2.89,-3.94,-8.40,-3.01,-4.05,50.31
5405917,91.81,-59.00,143.44,-0.04,-0.02,0.00,-0.01,0.05,0.04,43.75,22.00,-0.19,-8.42,-2.95,-4.00,-8.40,-3.00,-4.05,50.28
5405947,91.69,-59.00,143.50,-0.04,0.01,0.01,-0.19,0.06,0.07,43.06,21.56,-0.69,-8.60,-2.93,-3.97,-8.40,-3.00,-4.05,50.15
5405977,91.62,-59.00,143.56,-0.02,0.03,-0.00,-0.13,0.12,0.06,43.06,21.56,-0.69,-8.54,-2.86,-4.00,-8.40,-2.99,-4.06,50.17
5406007,91.69,-58.94,143.62,0.06,0.04,0.00,0.12,0.06,0.04,42.25,21.19,-0.19,-8.28,-2.93,-4.02,-8.40,-2.99,-4.07,50.14
5406037,91.94,-58.88,143.56,0.08,0.04,0.01,0.26,-0.08,0.00,42.25,21.19,-0.19,-8.13,-3.08,-4.07,-8.39,-3.00,-4.07,50.14
5406066,92.12,-58.88,143.56,0.03,0.03,0.03,0.13,-0.15,-0.01,42.69,21.56,-0.69,-8.26,-3.16,-4.09,-8.39,-3.00,-4.07,50.15
5406096,92.06,-58.88,143.62,-0.02,-0.00,0.04,0.03,-0.09,0.01,43.06,20.88,-0.19,-8.36,-3.09,-4.06,-8.39,-2.99,-4.07,50.13
5406127,91.88,-58.94,143.75,-0.07,-0.01,0.03,0.12,0.00,0.05,43.06,20.88,-0.19,-8.28,-2.98,-4.02,-8.40,-2.98,-4.08,50.13
5406157,91.62,-59.00,144.00,-0.02,0.01,0.04,0.10,-0.12,-0.05,42.69,21.56,-0.19,-8.30,-3.09,-4.14,-8.40,-2.96,-4.08,50.20
5406187,91.56,-59.00,144.06,0.03,0.02,0.08,-0.04,-0.16,-0.17,42.69,21.56,-0.19,-8.45,-3.11,-4.27,-8.40,-2.95,-4.09,50.23
5406217,91.56,-59.06,144.31,0.05,-0.00,0.11,0.03,-0.06,-0.09,42.69,21.56,-1.06,-8.37,-3.00,-4.18,-8.41,-2.93,-4.09,50.15
5406247,91.50,-59.19,144.38,0.06,-0.03,0.12,0.10,-0.12,-0.01,43.50,21.19,-0.69,-8.32,-3.03,-4.09,-8.42,-2.91,-4.08,50.15
5406277,91.38,-59.31,144.56,0.01,-0.01,0.09,0.23,-0.05,0.11,43.50,21.19,-0.69,-8.20,-2.94,-3.95,-8.43,-2.89,-4.07,50.22
5406307,91.25,-59.38,144.69,-0.06,0.01,0.06,0.24,0.00,0.11,42.69,21.19,-0.19,-8.19,-2.87,-3.95,-8.44,-2.87,-4.07,50.25
5406337,91.00,-59.38,145.00,-0.03,0.03,0.04,0.15,0.05,0.07,42.69,21.19,-0.19,-8.28,-2.80,-4.00,-8.44,-2.85,-4.08,50.38
5406368,91.00,-59.38,145.12,-0.01,0.04,0.03,0.20,0.12,0.02,42.69,20.50,-0.19,-8.23,-2.72,-4.06,-8.44,-2.84,-4.09,50.35
5406398,91.06,-59.31,145.25,0.05,0.06,0.01,0.13,0.08,-0.03,43.06,21.56,0.19,-8.29,-2.76,-4.14,-8.43,-2.84,-4.10,50.31
5406425,91.25,-59.25,145.25,0.09,0.05,0.01,-0.23,-0.02,0.02,43.06,21.56,0.19,-8.66,-2.88,-4.09,-8.43,-2.85,-4.11,50.25
5406454,91.38,-59.19,145.25,0.03,0.05,0.01,-0.42,-0.05,0.07,43.75,20.06,0.19,-8.92,-2.96,-4.10,-8.42,-2.85,-4.12,50.26
5406481,91.38,-59.12,145.38,-0.05,0.04,-0.01,-0.40,0.04,0.15,43.75,20.06,0.19,-8.82,-2.80,-3.98,-8.42,-2.85,-4.13,50.25
5406510,91.12,-59.06,145.50,-0.17,0.01,-0.07,0.29,-0.01,0.16,43.50,20.06,0.19,-8.11,-2.86,-3.98,-8.41,-2.85,-4.15,50.27
5406538,90.94,-59.00,145.56,-0.14,0.03,-0.10,0.47,-0.06,0.11,43.50,20.06,0.19,-7.92,-2.91,-4.05,-8.40,-2.85,-4.16,50.33
5406567,90.94,-58.88,145.56,-0.05,0.06,-0.07,0.40,-0.17,-0.06,43.75,21.19,-1.06,-7.98,-3.04,-4.25,-8.39,-2.86,-4.18,50.22
5406596,91.00,-58.69,145.56,-0.03,0.06,-0.03,0.00,-0.17,-0.20,43.50,21.19,-0.69,-8.37,-3.04,-4.40,-8.38,-2.87,-4.20,50.24
5406626,90.94,-58.69,145.69,-0.04,0.02,0.01,-0.07,-0.05,-0.09,43.50,21.19,-0.69,-8.45,-2.91,-4.30,-8.37,-2.86,-4.21,50.24
5406658,90.75,-58.69,145.81,-0.06,-0.02,0.01,0.09,-0.02,0.09,43.50,21.19,1.06,-8.25,-2.91,-4.11,-8.37,-2.85,-4.21,50.20
5406687,90.69,-58.69,145.81,-0.03,-0.04,0.02,0.16,-0.10,0.15,43.50,21.19,1.06,-8.21,-2.96,-4.06,-8.38,-2.85,-4.21,50.22
5406716,90.50,-58.75,145.88,-0.08,-0.03,0.02,0.11,-0.14,0.00,42.25,21.19,-0.69,-8.27,-2.99,-4.20,-8.38,-2.84,-4.20,50.23
5406745,90.31,-58.81,145.94,-0.09,-0.02,0.01,0.08,-0.08,0.01,43.50,21.56,-0.19,-8.35,-2.87,-4.18,-8.39,-2.83,-4.21,50.22
5406776,90.00,-58.81,146.12,-0.11,-0.03,-0.01,0.04,-0.02,-0.01,43.50,21.56,-0.19,-8.36,-2.82,-4.21,-8.39,-2.82,-4.21,50.21
5406804,89.75,-58.81,146.19,-0.11,-0.03,-0.03,-0.12,-0.01,-0.05,43.50,21.19,-0.19,-8.51,-2.83,-4.26,-8.39,-2.81,-4.21,50.22
5406829,89.50,-58.81,146.31,-0.11,-0.02,-0.03,-0.06,0.06,-0.03,43.50,21.19,-0.19,-8.44,-2.70,-4.23,-8.39,-2.81,-4.22,50.24
5406858,89.31,-58.81,146.31,-0.09,0.01,-0.04,0.05,0.11,0.00,43.50,20.88,0.19,-8.33,-2.69,-4.23,-8.39,-2.80,-4.22,50.22
5406887,89.19,-58.75,146.38,-0.06,0.02,-0.05,0.07,0.10,0.01,43.50,20.88,0.19,-8.31,-2.70,-4.22,-8.38,-2.81,-4.23,50.25
5406917,89.12,-58.69,146.44,-0.06,0.04,-0.05,0.19,0.18,0.04,43.50,21.19,-0.19,-8.18,-2.62,-4.19,-8.37,-2.81,-4.24,50.15
5406945,89.12,-58.62,146.50,-0.05,0.05,-0.05,0.24,0.18,0.09,43.06,20.88,0.69,-8.13,-2.62,-4.18,-8.37,-2.81,-4.26,50.04
5406976,89.19,-58.50,146.50,0.01,0.05,-0.02,0.18,0.11,-0.06,43.06,20.88,0.69,-8.17,-2.70,-4.34,-8.36,-2.82,-4.27,50.03
5407005,89.25,-58.44,146.56,0.02,0.05,-0.01,0.07,0.05,-0.10,44.19,20.50,1.06,-8.41,-2.85,-4.40,-8.35,-2.82,-4.28,50.04
5407036,89.44,-58.38,146.56,0.06,0.05,0.02,-0.09,-0.03,-0.07,44.19,20.50,1.06,-8.37,-2.86,-4.34,-8.35,-2.83,-4.29,50.14
5407067,89.56,-58.31,146.56,0.06,0.02,0.03,0.13,-0.01,0.03,43.50,21.56,1.06,-8.21,-2.84,-4.25,-8.34,-2.83,-4.29,50.21
5407095,89.69,-58.31,146.50,0.05,0.01,0.01,0.14,-0.08,-0.03,42.69,21.56,1.06,-8.22,-2.98,-4.34,-8.34,-2.83,-4.29,50.23
5407126,89.88,-58.31,146.44,0.08,-0.01,0.02,0.12,-0.16,0.03,42.69,21.56,1.06,-8.22,-3.00,-4.25,-8.35,-2.84,-4.28,50.21
5407155,90.00,-58.38,146.31,0.03,-0.03,0.03,0.12,-0.10,0.10,43.06,21.19,0.19,-8.25,-2.93,-4.12,-8.35,-2.84,-4.27,50.33
5407186,89.88,-58.44,146.25,-0.03,-0.06,0.00,0.14,-0.07,0.13,43.06,21.19,0.19,-8.20,-2.92,-4.18,-8.36,-2.84,-4.26,50.30
5407216,89.75,-58.56,146.25,-0.06,-0.07,-0.01,0.07,-0.06,-0.03,43.75,22.00,0.19,-8.29,-2.89,-4.28,-8.37,-2.83,-4.24,50.24
5407245,89.50,-58.62,146.25,-0.06,-0.06,-0.00,0.01,0.02,-0.04,43.75,22.00,0.19,-8.33,-2.79,-4.28,-8.37,-2.82,-4.23,50.36
5407276,89.31,-58.69,146.25,-0.05,-0.05,-0.00,0.04,0.08,-0.02,43.50,21.56,1.06,-8.39,-2.71,-4.21,-8.38,-2.82,-4.22,50.26
5407304,89.19,-58.81,146.19,-0.02,-0.04,-0.01,-0.05,0.08,0.07,43.06,21.19,1.06,-8.44,-2.73,-4.15,-8.39,-2.82,-4.21,50.21
5407330,89.19,-58.81,146.12,-0.02,-0.04,-0.03,-0.01,0.00,0.04,43.06,21.19,1.06,-8.38,-2.83,-4.15,-8.39,-2.82,-4.20,50.31
5407358,89.19,-58.88,146.00,-0.01,-0.03,-0.03,0.02,-0.01,0.04,43.06,20.88,-0.19,-8.36,-2.84,-4.15,-8.39,-2.83,-4.20,50.35
5407388,89.12,-58.88,145.94,-0.03,-0.03,-0.03,0.09,0.00,0.07,43.06,20.88,-0.19,-8.30,-2.84,-4.12,-8.39,-2.83,-4.19,50.17
5407417,89.06,-58.88,145.94,-0.05,-0.03,-0.03,0.17,0.10,0.07,43.50,21.56,-0.69,-8.22,-2.73,-4.12,-8.39,-2.83,-4.19,50.25
5407446,88.94,-58.88,145.88,-0.09,-0.03,-0.04,0.35,0.03,0.06,43.50,21.56,0.19,-8.09,-2.72,-4.14,-8.39,-2.83,-4.19,50.26
5407477,88.81,-58.88,145.94,-0.02,0.01,-0.01,0.17,0.02,-0.08,43.50,21.56,0.19,-8.22,-2.80,-4.28,-8.39,-2.83,-4.19,50.25
5407505,88.81,-58.88,145.94,0.03,-0.00,0.04,0.18,0.00,-0.07,43.06,21.56,-0.19,-8.21,-2.88,-4.23,-8.39,-2.82,-4.19,50.27
5407537,88.81,-58.94,146.00,0.04,-0.03,0.07,0.07,-0.04,0.02,43.06,21.56,-0.19,-8.44,-2.87,-4.17,-8.40,-2.81,-4.18,50.26
5407567,88.75,-59.06,146.06,0.02,-0.05,0.08,-0.29,-0.08,-0.04,43.50,20.88,0.19,-8.71,-2.88,-4.21,-8.42,-2.80,-4.17,50.32
5407595,88.50,-59.25,146.19,-0.05,-0.05,0.06,-0.21,-0.12,-0.04,43.50,20.88,0.19,-8.60,-2.90,-4.15,-8.43,-2.78,-4.16,50.29
5407626,88.19,-59.31,146.31,-0.08,-0.05,0.03,-0.02,-0.01,0.08,43.06,21.19,1.06,-8.43,-2.76,-4.03,-8.44,-2.76,-4.15,50.20
5407655,87.88,-59.44,146.38,-0.12,-0.05,-0.01,0.10,0.03,0.17,42.69,21.19,0.69,-8.28,-2.66,-3.96,-8.44,-2.75,-4.15,50.16
5407686,87.56,-59.44,146.50,-0.17,-0.05,-0.05,0.19,0.13,0.19,42.69,21.19,0.69,-8.24,-2.58,-4.02,-8.44,-2.74,-4.15,50.17
5407716,87.12,-59.50,146.56,-0.17,-0.03,-0.06,0.13,0.18,0.00,44.19,21.19,-0.19,-8.32,-2.54,-4.22,-8.44,-2.73,-4.15,50.20
5407745,86.88,-59.44,146.69,-0.08,-0.00,-0.03,0.06,0.15,-0.19,44.19,21.19,-0.19,-8.37,-2.57,-4.36,-8.44,-2.73,-4.16,50.21
5407776,86.88,-59.38,146.75,0.03,0.02,0.00,0.05,0.04,-0.26,43.50,21.19,-0.69,-8.42,-2.77,-4.36,-8.44,-2.73,-4.17,50.20
5407804,87.12,-59.38,146.69,0.14,0.01,0.05,-0.02,-0.09,-0.05,43.50,20.88,1.06,-8.46,-2.82,-4.22,-8.44,-2.73,-4.17,50.08
5407831,87.38,-59.44,146.62,0.11,-0.01,0.05,0.07,-0.12,0.18,43.50,20.88,1.06,-8.35,-2.87,-3.90,-8.44,-2.73,-4.15,50.15
5407862,87.44,-59.50,146.56,0.03,-0.01,0.02,0.08,-0.13,0.35,43.50,21.56,0.19,-8.36,-2.87,-3.79,-8.45,-2.73,-4.15,50.15
5407890,87.31,-59.50,146.56,-0.10,-0.02,-0.03,0.05,-0.04,0.20,43.50,21.56,0.19,-8.40,-2.78,-3.94,-8.45,-2.73,-4.15,50.17
5407918,87.12,-59.50,146.62,-0.16,-0.03,-0.04,0.10,0.01,0.03,43.06,21.56,-0.69,-8.35,-2.71,-4.12,-8.45,-2.72,-4.15,50.25
5407947,86.75,-59.50,146.75,-0.17,-0.02,-0.04,0.09,0.05,-0.11,43.06,20.50,-0.69,-8.36,-2.66,-4.27,-8.45,-2.71,-4.16,50.20
5407977,86.50,-59.50,146.94,-0.09,-0.01,-0.01,0.03,-0.02,-0.25,43.06,20.50,-0.69,-8.41,-2.73,-4.42,-8.45,-2.70,-4.16,50.15
5408008,86.44,-59.56,146.94,-0.01,-0.02,0.02,-0.09,0.09,-0.08,42.69,20.88,0.69,-8.55,-2.60,-4.24,-8.45,-2.70,-4.16,50.17
5408039,86.38,-59.62,146.94,0.02,-0.04,0.00,0.09,0.09,0.15,42.69,20.88,0.69,-8.36,-2.60,-3.99,-8.46,-2.70,-4.15,50.21
5408069,86.38,-59.62,146.88,0.01,-0.02,-0.00,0.15,0.08,0.22,43.75,20.88,-0.69,-8.31,-2.61,-3.91,-8.46,-2.70,-4.14,50.17
5408099,86.38,-59.69,146.88,-0.01,0.01,0.01,0.15,0.11,0.18,44.56,20.50,0.19,-8.31,-2.58,-3.95,-8.46,-2.70,-4.14,50.13
5408128,86.31,-59.69,146.94,0.00,0.03,0.01,0.06,0.10,0.00,44.56,20.50,0.19,-8.40,-2.59,-4.15,-8.46,-2.69,-4.15,50.13
5408157,86.38,-59.62,147.00,0.02,0.02,0.02,-0.01,0.05,-0.10,43.75,21.19,-1.50,-8.47,-2.63,-4.26,-8.46,-2.69,-4.15,50.05
5408188,86.44,-59.62,147.00,0.03,0.02,0.02,0.00,0.01,-0.07,43.75,21.19,-1.50,-8.46,-2.67,-4.23,-8.46,-2.69,-4.15,50.03
5408218,86.50,-59.62,147.06,0.07,0.02,0.04,0.02,0.00,0.00,43.50,21.19,-1.06,-8.43,-2.68,-4.15,-8.46,-2.69,-4.15,50.11
5408247,86.69,-59.62,147.06,0.09,0.03,0.04,0.00,-0.04,0.10,43.75,21.06,0.19,-8.45,-2.74,-4.01,-8.46,-2.69,-4.15,50.16
5408278,86.88,-59.62,147.00,0.08,0.03,0.03,0.05,-0.15,0.16,43.75,21.06,0.19,-8.40,-2.84,-3.99,-8.46,-2.69,-4.15,50.09
5408306,87.00,-59.62,147.00,0.03,0.02,0.02,0.12,-0.15,0.11,43.50,21.19,-0.19,-8.33,-2.85,-4.04,-8.46,-2.69,-4.15,50.18
5408332,87.06,-59.56,147.00,-0.00,0.03,0.01,0.06,-0.11,0.03,43.50,21.19,-0.19,-8.46,-2.79,-4.13,-8.45,-2.69,-4.16,50.26
5408360,87.06,-59.56,147.12,-0.02,0.03,0.01,-0.01,-0.06,-0.04,43.50,21.06,-1.50,-8.46,-2.76,-4.21,-8.45,-2.69,-4.17,50.19
5408389,87.00,-59.50,147.19,-0.02,0.02,0.01,-0.01,-0.09,-0.04,43.50,21.06,-1.50,-8.46,-2.78,-4.22,-8.45,-2.69,-4.17,50.16
5408418,87.00,-59.50,147.19,-0.03,0.00,0.00,0.08,-0.06,0.00,43.06,20.06,0.69,-8.36,-2.75,-4.18,-8.45,-2.69,-4.18,50.11
5408447,86.88,-59.50,147.25,-0.04,0.01,-0.00,0.09,-0.07,0.03,43.06,20.06,-1.06,-8.35,-2.76,-4.15,-8.45,-2.68,-4.18,50.18
5408478,86.88,-59.44,147.31,-0.04,0.03,-0.02,0.05,0.00,0.05,43.06,20.06,-1.06,-8.38,-2.67,-4.14,-8.44,-2.68,-4.19,50.15
5408507,86.88,-59.38,147.38,-0.03,0.04,-0.03,0.08,0.05,0.10,43.50,20.50,0.69,-8.33,-2.61,-4.10,-8.43,-2.69,-4.20,50.16
5408538,86.88,-59.31,147.44,-0.03,0.04,-0.02,0.13,0.04,0.08,43.50,20.50,0.69,-8.29,-2.65,-4.14,-8.43,-2.69,-4.22,50.18
5408568,86.88,-59.19,147.50,0.01,0.04,0.01,0.12,0.09,0.10,43.06,20.88,-0.69,-8.30,-2.60,-4.12,-8.42,-2.69,-4.23,50.16
5408597,86.88,-59.19,147.56,-0.02,0.03,0.01,0.13,0.09,0.12,42.69,20.88,1.50,-8.30,-2.59,-4.10,-8.42,-2.68,-4.23,50.20
5408628,86.75,-59.19,147.69,-0.07,0.03,0.00,0.08,0.14,0.00,42.69,20.88,1.50,-8.33,-2.53,-4.24,-8.42,-2.67,-4.25,50.24
5408657,86.56,-59.12,147.88,-0.06,0.04,-0.00,0.06,0.13,-0.06,43.06,20.88,0.19,-8.38,-2.52,-4.34,-8.41,-2.66,-4.26,50.23
5408688,86.56,-59.06,148.00,0.01,0.04,0.00,0.00,0.04,-0.16,43.06,20.88,0.19,-8.44,-2.53,-4.42,-8.41,-2.66,-4.27,50.25
5408718,86.75,-59.00,148.00,0.07,0.03,0.01,-0.06,0.12,-0.03,42.69,20.88,1.06,-8.46,-2.55,-4.31,-8.40,-2.67,-4.27,50.21
5408747,86.94,-59.00,147.88,0.08,0.03,0.01,-0.02,0.06,0.01,42.69,21.19,0.19,-8.43,-2.61,-4.26,-8.40,-2.68,-4.28,50.19
5408778,87.19,-58.88,147.81,0.08,0.05,0.00,0.09,-0.07,-0.10,42.69,21.19,0.19,-8.30,-2.76,-4.39,-8.39,-2.69,-4.28,50.15
5408806,87.50,-58.81,147.81,0.13,0.07,0.03,0.11,-0.09,-0.11,43.06,21.56,0.19,-8.27,-2.79,-4.40,-8.38,-2.70,-4.29,50.20
5408832,87.88,-58.75,147.75,0.14,0.08,0.05,0.10,-0.08,0.01,43.06,21.56,0.19,-8.30,-2.79,-4.16,-8.38,-2.71,-4.30,50.25
5408861,88.06,-58.69,147.88,0.06,0.07,0.05,-0.02,-0.06,0.21,43.75,20.50,0.69,-8.40,-2.77,-4.10,-8.38,-2.70,-4.31,50.23
5408890,88.00,-58.62,148.06,-0.04,0.09,0.06,-0.02,0.04,0.21,43.75,20.50,0.69,-8.40,-2.65,-4.11,-8.37,-2.69,-4.33,50.17
5408919,87.94,-58.56,148.38,-0.05,0.18,0.06,-0.01,0.13,-0.08,42.69,20.88,1.06,-8.37,-2.53,-4.45,-8.36,-2.67,-4.37,50.19
5408949,87.88,-58.31,148.88,-0.01,0.20,0.07,-0.03,0.11,-0.22,43.06,19.69,2.00,-8.37,-2.53,-4.64,-8.34,-2.65,-4.41,50.25
5408979,87.94,-58.12,149.25,0.04,0.15,0.08,-0.05,0.12,-0.22,43.06,19.69,2.00,-8.38,-2.50,-4.68,-8.32,-2.63,-4.45,50.20
5409008,88.00,-58.00,149.56,0.03,0.12,0.07,0.04,0.17,0.00,44.19,20.50,1.06,-8.26,-2.44,-4.48,-8.31,-2.61,-4.48,50.18
5409039,88.06,-57.94,149.88,0.04,0.12,0.07,0.10,0.19,0.08,44.19,20.50,1.06,-8.20,-2.41,-4.42,-8.30,-2.60,-4.51,50.22
5409070,88.19,-57.75,150.12,0.08,0.16,0.09,0.17,0.15,0.01,43.06,20.50,1.50,-8.12,-2.44,-4.52,-8.29,-2.59,-4.54,50.23
5409099,88.44,-57.62,150.44,0.12,0.19,0.12,0.27,0.03,-0.04,44.19,20.88,2.00,-7.99,-2.54,-4.62,-8.27,-2.58,-4.57,50.21
5409129,88.75,-57.44,150.75,0.22,0.20,0.20,0.20,0.09,-0.02,44.19,20.88,2.00,-8.05,-2.46,-4.63,-8.26,-2.56,-4.60,50.17
5409158,89.19,-57.31,151.06,0.22,0.19,0.19,0.17,0.08,-0.06,43.75,20.50,2.00,-8.09,-2.47,-4.72,-8.25,-2.55,-4.64,50.10
5409189,89.62,-57.19,151.31,0.21,0.16,0.17,0.21,-0.02,-0.11,43.75,20.50,2.00,-8.03,-2.55,-4.77,-8.24,-2.53,-4.66,50.09
5409219,90.00,-57.12,151.50,0.21,0.11,0.16,0.27,-0.04,-0.02,43.50,19.69,3.25,-7.96,-2.57,-4.69,-8.24,-2.52,-4.67,50.10
5409248,90.38,-57.12,151.62,0.20,0.08,0.14,0.30,-0.06,0.04,44.56,18.88,2.75,-7.95,-2.62,-4.62,-8.24,-2.52,-4.68,50.07
5409279,90.69,-57.12,151.69,0.17,0.06,0.12,0.20,-0.12,0.12,44.56,18.88,2.75,-8.03,-2.63,-4.56,-8.24,-2.51,-4.68,50.10
5409307,90.94,-57.19,151.75,0.13,0.03,0.09,0.20,-0.06,0.14,44.56,19.25,2.00,-8.04,-2.57,-4.53,-8.24,-2.50,-4.68,50.15
5409333,91.06,-57.19,151.81,0.09,0.00,0.06,0.10,-0.09,0.03,44.56,19.25,2.00,-8.14,-2.59,-4.63,-8.24,-2.50,-4.67,50.21
5409363,91.19,-57.25,151.75,0.07,-0.02,0.03,0.03,-0.16,0.00,44.19,18.19,2.38,-8.22,-2.67,-4.66,-8.25,-2.50,-4.66,50.24
5409392,91.25,-57.31,151.69,0.01,-0.05,0.01,-0.06,-0.01,-0.01,44.19,18.19,2.38,-8.32,-2.52,-4.66,-8.25,-2.50,-4.65,50.19
5409421,91.19,-57.44,151.62,0.01,-0.08,0.02,0.01,0.04,0.00,44.19,18.56,2.38,-8.24,-2.46,-4.63,-8.26,-2.50,-4.63,50.23
5409450,91.19,-57.50,151.56,0.06,-0.05,0.03,0.11,0.00,0.04,45.00,18.56,4.19,-8.16,-2.51,-4.57,-8.27,-2.50,-4.62,50.32
5409480,91.31,-57.62,151.44,0.11,-0.03,0.04,0.25,-0.09,0.04,45.00,18.56,4.19,-8.02,-2.60,-4.55,-8.28,-2.50,-4.60,50.18
5409509,91.56,-57.69,151.25,0.14,-0.02,0.04,0.25,-0.12,0.10,44.19,18.50,3.25,-8.03,-2.64,-4.48,-8.29,-2.51,-4.59,50.23
5409540,91.81,-57.75,151.06,0.06,-0.06,0.00,0.12,-0.10,0.18,44.19,18.50,3.25,-8.17,-2.63,-4.38,-8.30,-2.52,-4.56,50.23
5409569,91.81,-57.88,150.94,-0.01,-0.08,-0.01,0.14,-0.13,0.10,44.56,18.06,1.50,-8.16,-2.66,-4.44,-8.31,-2.52,-4.54,50.27
5409599,91.62,-58.00,150.88,-0.05,-0.10,0.00,-0.07,-0.07,-0.05,43.75,18.06,2.00,-8.39,-2.59,-4.58,-8.32,-2.52,-4.53,50.19
5409629,91.38,-58.12,150.88,-0.08,-0.09,0.01,-0.10,0.05,-0.07,43.75,18.06,2.00,-8.44,-2.45,-4.59,-8.33,-2.50,-4.51,50.13
5409659,91.06,-58.31,150.88,-0.08,-0.10,0.01,-0.04,0.05,-0.07,44.19,18.50,2.00,-8.32,-2.42,-4.51,-8.34,-2.49,-4.49,50.04
5409689,90.81,-58.44,150.88,-0.04,-0.10,-0.01,0.18,0.07,0.05,44.19,18.50,2.00,-8.17,-2.41,-4.42,-8.36,-2.49,-4.47,50.01
5409720,90.75,-58.50,150.75,-0.00,-0.08,-0.03,0.21,-0.02,0.00,43.75,18.50,-0.69,-8.15,-2.53,-4.44,-8.36,-2.50,-4.45,50.11
5409749,90.75,-58.56,150.56,0.01,-0.05,-0.02,0.07,-0.07,0.00,44.25,18.50,2.00,-8.44,-2.56,-4.41,-8.37,-2.50,-4.44,50.10
5409780,90.75,-58.69,150.50,0.01,-0.05,0.01,-0.05,-0.01,0.06,44.25,18.50,2.00,-8.43,-2.52,-4.36,-8.38,-2.50,-4.43,50.09
5409808,90.69,-58.75,150.44,-0.03,-0.05,0.01,0.02,0.00,0.09,44.19,18.06,1.50,-8.32,-2.48,-4.35,-8.38,-2.50,-4.42,50.07
5409839,90.50,-58.81,150.50,-0.03,-0.02,0.02,0.14,0.00,0.00,44.19,18.06,1.50,-8.24,-2.49,-4.41,-8.39,-2.49,-4.42,50.10
5409870,90.44,-58.81,150.62,-0.01,0.01,0.04,0.13,0.00,-0.06,45.00,18.88,1.06,-8.25,-2.48,-4.48,-8.39,-2.48,-4.42,50.23
5409899,90.38,-58.81,150.69,0.00,0.02,0.04,0.15,-0.03,-0.03,44.19,18.88,1.06,-8.23,-2.51,-4.45,-8.39,-2.47,-4.42,50.22
5409929,90.38,-58.88,150.81,0.04,0.01,0.05,0.19,0.01,0.00,44.19,18.88,1.06,-8.20,-2.44,-4.41,-8.39,-2.46,-4.42,50.26
5409959,90.50,-58.88,150.81,0.07,0.03,0.05,0.08,0.02,-0.04,44.56,18.06,0.69,-8.34,-2.47,-4.51,-8.39,-2.46,-4.42,50.19
5409990,90.56,-58.88,150.88,0.07,0.01,0.04,-0.02,-0.08,-0.16,44.56,18.06,0.69,-8.42,-2.54,-4.58,-8.39,-2.46,-4.42,50.18
5410020,90.69,-58.94,150.81,0.04,-0.04,0.03,-0.03,-0.03,0.00,44.19,18.50,1.06,-8.44,-2.50,-4.40,-8.40,-2.46,-4.41,50.17
5410050,90.69,-59.00,150.75,-0.01,-0.06,-0.01,0.06,0.00,0.15,44.19,18.50,0.19,-8.23,-2.42,-4.11,-8.41,-2.46,-4.40,50.19
5410081,90.56,-59.06,150.62,-0.12,-0.07,-0.06,0.21,0.04,0.21,44.19,18.50,0.19,-8.20,-2.42,-4.17,-8.41,-2.46,-4.38,50.21
5410110,90.25,-59.12,150.62,-0.14,-0.04,-0.06,0.17,0.01,0.00,44.19,18.06,2.00,-8.23,-2.44,-4.39,-8.41,-2.46,-4.38,50.19
5410140,90.00,-59.12,150.69,-0.08,-0.04,-0.01,0.19,0.08,-0.16,44.19,18.06,2.00,-8.22,-2.36,-4.55,-8.42,-2.45,-4.38,50.24
5410171,89.81,-59.12,150.75,-0.00,-0.05,0.02,0.20,0.08,-0.18,44.56,18.50,1.50,-8.21,-2.36,-4.56,-8.42,-2.44,-4.38,50.29
